"a0","name","category","developer","rating"
"a373","Monster Truck Speed Stunts 3D","Simulation","Tapinator, Inc. (Ticker: TAPM)","3.9"
"a374","Hill Climb Truck","Simulation","iPlay Studio","3.8"
"a375","4x4 Monster Truck Stunts 3D","Racing","Tapinator, Inc. (Ticker: TAPM)","3.8"
"a376","Trucksform","Racing","EVL PPY","4.2"
"a377","\u0645\u0646 \u0633\u064a\u0631\u0628\u062d \u0627\u0644\u0645\u0644\u064a\u0648\u0646 2017","Educational","cherrylab","4.3"
"a378","Bejeweled Blitz","Puzzle","ELECTRONIC ARTS","4.2"
"a379","AlphaBetty Saga","Puzzle","King","4.2"
"a380","Kids Garden","Educational","forqan smart tech","4.1"
"a381","Animal Cars Kids Racing Game","Educational","razmobi","4.3"
"a382","Baby Care Babysitter & Daycare","Educational","BATOKI - Best Apps for Toddlers and Kids","3.9"
"a383","2XL Supercross HD","Racing","2XL Games, Inc.","4.0"
"a384","Need for Speed Hot Pursuit","Racing","ELECTRONIC ARTS","3.3"
"a385","ULTRA4 Offroad Racing","Racing","Gigabit Games","4.1"
"a386","Animal Farm for Kids, Toddlers","Educational","GoKids!","4.2"
"a387","Sesame Street Alphabet Kitchen","Educational","Sesame Workshop","4.1"
"a388","bubble shooter top game","Adventure","bubble saga","3.8"
"a389","Puppy Fire Patrol","Adventure","Paw studio","4.0"
"a390","Russian SUV","Racing","Koz Games","4.0"
"a391","Formula Cartoon All Stars","Racing","Cartoon Network","4.1"
"a392","Moto X Mayhem","Racing","Occamy Games","4.1"
"a393","Sonic & SEGA All-Stars Racing","Racing","SEGA","3.9"
"a394","Need for Speed Most Wanted","Racing","ELECTRONIC ARTS","3.9"
"a395","Rally Racer 3D","Racing","nullapp","3.8"
"a396","TUNING Racing 3D","Racing","Foose Games","3.8"
"a397","Tokyo Street Racing","Racing","i6 Games","3.9"
"a398","City Racing 3D","Racing","3DGames","4.5"
"a399","Rally Racer Dirt","Racing","sbkgames","4.2"
"a400","Little Big City 2","Casual","Gameloft","4.4"
"a401","PewDiePie's Tuber Simulator","Casual","Outerminds Inc.","4.8"
"a402","Farm Heroes Saga","Casual","King","4.4"
"a403","Candy Crush Soda Saga","Casual","King","4.3"
"a404","Zen Koi","Casual","LandShark Games","4.4"
"a405","Fruit Crush Mania","Casual","match_three","4.0"
"a406","Reversi Free - King of Games","Casual","Cross Field Inc.","4.3"
"a407","Follow the Line 2D Deluxe","Casual","Nenoff","3.9"
"a408","Mad smash cop - hill racer","Racing","VascoGames","3.7"
"a409","Match Fruit","Casual","thongchai kunakom","4.1"
"a410","Pop Cat","Casual","LinkDesks Inc.","4.3"
"a411","Car Parking 3D: Offroad Trucks","Racing","VascoGames","3.7"
"a412","Mad Truck Challenge Racing","Racing","Spil Games","4.2"
"a413","RC Truck Racing Simulator 3D","Racing","i6 Games","3.7"
"a414","Extreme SUV Driving Simulator","Racing","AxesInMotion Racing","4.1"
"a415","Truck Driver 3D: Offroad","Racing","Rooster Games","3.8"
"a416","Offroad Legends - Hill Climb","Racing","DogByte Games","4.3"
"a417","Toy Truck Rally 3D","Racing","3dinteger","3.9"
"a418","Monster Truck Destruction\u2122","Racing","ODD Games","4.0"
"a419","Monster Truck Racing 3D","Racing","i6 Games","3.7"
"a420","3D Monster Truck Parking Game","Racing","Play With Games","3.9"
"a421","Rig Racin'","Racing","Ludomade","4.0"
"a422","Hardwood Hearts","Card","Silver Creek Entertainment","4.2"
"a423","Hardwood Spades","Card","Silver Creek Entertainment","4.2"
"a424","Spades","Card","AI Factory Limited","4.2"
"a425","Hearts","Card","AI Factory Limited","4.2"
"a426","Aces\u00ae Spades","Card","Concrete Software, Inc.","4.3"
"a427","Hearts Deluxe","Card","IGC Mobile s.r.o.","4.0"
"a428","Puzzle Cars for kids","Educational","star box","3.9"
"a429","President - Card Game - Free","Card","Eryod Soft","4.1"
"a430","Hearts Gold","Card","Mana Battery","4.3"
"a431","Educational Games 4 Kids","Educational","pescAPPs","4.3"
"a432","LEGO\u00ae Juniors Create & Cruise","Educational","LEGO System A/S","4.0"
"a433","Fun Kids Cars","Educational","razmobi","4.1"
"a434","Fun Kid Racing - Tropical Isle","Adventure","Tiny Lab Productions","3.9"
"a435","Crazy Branches","Adventure","GameNica","4.1"
"a436","Historia","Adventure","AFFINITY","4.4"
"a437","Educational games for kids","Educational","CatDonut","4.6"
"a438","Pocong Hunter","Adventure","Polo Games 16","4.1"
"a439","Gunspell - RPG and puzzle!","Adventure","AKPublish pty ltd","4.4"
"a440","Monster Warlord","Adventure","GAMEVIL Inc.","4.3"
"a441","Motorsport Manager","Racing","Christian West","4.7"
"a442","Pocket Rally LITE","Racing","Illusion Magic Studio","4.0"
"a443","Bubble Shooter","Casual","gameexcellent","4.4"
"a444","Escaping the Prison","Casual","PuffballsUnited","4.1"
"a445","Dumb Ways to Die 2: The Games","Casual","Metro Trains","4.2"
"a446","Tap Blast","Casual","mozgame","3.9"
"a447","Plants vs. Zombies\u2122 2","Casual","ELECTRONIC ARTS","4.4"
"a448","The Simpsons\u2122: Tapped Out","Casual","ELECTRONIC ARTS","4.3"
"a449","Jewels Link","Casual","appgo","3.9"
"a450","MMX Racing","Racing","Hutch Games","4.2"
"a451","Minecraft: Pocket Edition","Arcade","Mojang","4.5"
"a452","Poptropica","Casual","Family Education Network","4.1"
"a453","Pocket Mortys","Simulation","[adult swim] games","4.5"
"a454","Asgard Run: Crush Your Enemies","Action","Ayopa Games","4.4"
"a455","Tap Adventure: Time Travel","Simulation","Kongregate","4.5"
"a456","Botanicula","Adventure","Amanita Design","4.3"
"a457","Zoombinis","Adventure","TERC","4.5"
"a458","Leo's Fortune","Adventure","1337 & Senri LLC","4.6"
"a459","Castle of Illusion","Adventure","Disney","4.2"
"a460","Machinarium","Adventure","Amanita Design","4.6"
"a461","Age of Zombies","Adventure","Halfbrick Studios","4.1"
"a462","Cinderella Story","Adventure","Play Today LTD","4.1"
"a463","Miles From Tomorrowland","Adventure","Disney Publishing Worldwide","4.0"
"a464","STARDOM: HOLLYWOOD","Adventure","Glu","4.2"
"a465","Shipwrecked: Pearl Cove Island","Adventure","Rockyou Inc.","4.4"
"a466","Soda Dungeon","Adventure","Armor Games","4.7"
"a467","Hardwood Hearts (Free)","Card","Silver Creek Entertainment","4.4"
"a468","Hearts Plus","Card","Peak Games","4.1"
"a469","Hearts - Free","Card","Eryod Soft","4.1"
"a470","Spades - County Rules","Card","Paris Pinkney","4.2"
"a471","World of Cars for Kids! Puzzle","Educational","MAGE","3.9"
"a472","KBC - Hindi 2016","Educational","Addicto Games","4.0"
"a473","Well-fed farm 2.","Educational","ANGames","4.1"
"a474","Polar Bear Cub Free for kids","Educational","Irina Marina","4.2"
"a475","Pocoyo Numbers 1, 2, 3 Free","Educational","Zinkia Entertainment, S.A.","4.4"
"a476","Jungle Animal Hair Salon","Educational","TutoTOONS","3.7"
"a477","Drawing for Kids and Toddlers!","Educational","Bini Bambini","4.6"
"a478","Farm Animals For Toddler","Educational","ChooChoo","3.8"
"a479","Dentist games for kids","Educational","AppQuiz","3.8"
"a480","PBS KIDS Games","Educational","PBS KIDS","4.1"
"a481","Kids Coloring Book","Educational","GoodSoftTech","4.2"
"a482","Fishing for kids and babies","Educational","Babies and Kids Educational Games","3.9"
"a483","Monster Truck Game for Kids","Educational","razmobi","3.9"
"a484","Peppa Pig: Paintbox","Educational","Entertainment One","3.9"
"a485","Crab War","Adventure","Appxplore Sdn Bhd","4.6"
"a486","Army Sniper","Adventure","Words Mobile","3.9"
"a487","PAN: Escape to Neverland","Adventure","Warner Bros. International Enterprises","3.9"
"a488","\u0644\u0639\u0628\u0629 \u062d\u0645\u064a\u062f\u0648 \u0641\u064a \u0648\u0631\u0637\u0629 \u0637\u064a\u0648\u0631 \u0627\u0644\u062c\u0646\u0629","Adventure","Fun Time Entertainment","4.1"
"a489","Color Touch","Adventure","TASK Mobile","4.1"
"a490","Draw Your Game","Adventure","Zero-One","4.0"
"a491","MARVEL Avengers Academy","Adventure","TinyCo","4.1"
"a492","Sandstorm: Pirate Wars","Adventure","Ubisoft Entertainment","4.4"
"a493","Fast like a Fox","Adventure","Fingersoft","4.3"
"a494","Ghost Town Adventures","Adventure","Webgames Limited","4.4"
"a495","\u062d\u06a9\u0645 \u0622\u0646\u0644\u0627\u06cc\u0646","Card","Iran Online Games","4.2"
"a496","Durak (Fool)","Card","cmyksoft","4.0"
"a497","Ta La - Phom - Nice Card","Card","Danh Bai Offline","4.2"
"a498","Zsirozas - Fat card game","Card","Saj\u00f3 Games","4.2"
"a499","Baraja de Loter\u00eda Mexicana","Card","Runo Networks","4.5"
"a500","Durak","Card","App Holdings","4.0"
"a501","Collection of card games","Card","Uralgames","4.1"
"a502","\ud53c\ub9dd \ub274\ub9de\uace0 with BAND : \ub300\ud55c\ubbfc\uad6d 1\ub4f1 \uace0\uc2a4\ud1b1","Card","NEOWIZ","4.1"
"a503","Fruits Bomb","Casual","Mobileguru","4.3"
"a504","Hello Kitty Cafe","Casual","Sanrio Digital","4.1"
"a505","Dumb Ways to Die Original","Casual","Metro Trains","4.4"
"a506","Let's Create! Pottery Lite","Casual","Infinite Dreams","4.4"
"a507","Pancake Tower","Casual","O!TOUCH","4.0"
"a508","Cookie Smash","Casual","BOLTGAMES TEAM","4.5"
"a509","\u0634\u0631\u0637\u0629 \u0627\u0644\u0627\u0637\u0641\u0627\u0644 \u062f\u0639\u0648\u0629 \u0648\u0647\u0645\u064a\u0629","Casual","Waraq Apps","4.1"
"a510","Candy Crush Saga","Casual","King","4.4"
"a511","Police Scanner 5-0 (FREE)","Casual","Logicord LLC","4.1"
"a512","Trolls: Crazy Party Forest!","Casual","Ubisoft Entertainment","4.2"
"a513","Super Tank Rumble","Casual","Smilegate Megaport","4.2"
"a514","Cookie Crush Match 3","Casual","Match 3 Fun Games","4.2"
"a515","Adventure Town","Adventure","Supersolid","4.4"
"a516","My Talking Tom","Casual","Outfit7","4.5"
"a517","Virtual Families Lite","Casual","Last Day of Work, LLC","3.8"
"a518","BADLAND","Adventure","Frogmind","4.5"
"a519","Nyan Cat: The Space Journey","Adventure","isTom Games","4.3"
"a520","Benji Bananas","Adventure","Benji Bananas","4.3"
"a521","Masha and the Bear Child Games","Adventure","Indigo Kids","4.1"
"a522","Food Battle: The Game","Adventure","Defy Media","4.4"
"a523","KIM KARDASHIAN: HOLLYWOOD","Adventure","Glu","4.3"
"a524","The Blockheads","Adventure","Noodlecake Studios Inc","4.2"
"a525","Tinker Island","Adventure","Kongregate","4.6"
"a526","Garfield's Escape","Adventure","Web Prancer","3.8"
"a527","Ice Age Adventures","Adventure","Gameloft","4.3"
"a528","Terraria","Adventure","505 Games Srl","4.0"
"a529","Spades Mobile","Card","G Soft Team","4.1"
"a530","Spades Pro","Card","Royal Solutions","4.1"
"a531","BADLAND 2","Adventure","Cheetah Games","4.2"
"a532","The Wolf Among Us","Adventure","Telltale Games","4.3"
"a533","Sky Dancer","Adventure","Pine Entertainment","4.4"
"a534","Survivors: The Quest\u00ae","Adventure","G5 Entertainment","4.2"
"a535","Impossible Quest","Adventure","Axel Sonic","4.7"
"a536","Family Guy The Quest for Stuff","Adventure","TinyCo","4.0"
"a537","Game of Thrones","Adventure","Telltale Games","4.3"
"a538","Bounce Classic Game","Adventure","Super Classic Game","4.3"
"a539","Crazy Wheels","Adventure","CanadaDroid","4.0"
"a540","Ancient Aliens: The Game","Adventure","A&E Television Networks Mobile","4.2"
"a541","Clumsy Ninja","Adventure","NaturalMotionGames Ltd","4.4"
"a542","Animation Throwdown: TQFC","Adventure","Kongregate","4.6"
"a543","Ao Oni2","Adventure","UUUM, Inc.","4.0"
"a544","Draw a Stickman: EPIC 2 Free","Adventure","Hitcents","4.2"
"a545","The Walking Dead: Season Two","Adventure","Telltale Games","4.4"
"a546","LONEWOLF (17+)","Adventure","FDG Entertainment GmbH & Co.KG","4.6"
"a547","Subway Nano Ninja Surfer","Adventure","Black Team Dev","3.9"
"a548","Alice in the Mirrors of Albion","Adventure","Game Insight","4.3"
"a549","The Walking Dead: Season One","Adventure","Telltale Games","4.5"
"a550","Rayman Adventures","Adventure","Ubisoft Entertainment","4.5"
"a551","Gods Of Egypt Game","Adventure","Lionsgate","4.2"
"a552","Danh bai tien len mien nam","Card","Game danh bai","4.3"
"a553","Card King: Dragon Wars","Card","Card King, Inc.","4.2"
"a554","Persian Hokm","Card","asretosea","4.1"
"a555","\ud55c\uac8c\uc784 \uc2e0\ub9de\uace0 : \uad6d\uac00\ub300\ud45c \uace0\uc2a4\ud1b1","Card","NHN Entertainment Corp.","4.0"
"a556","Trix 3ala Rasi","Card","Maysalward","4.5"
"a557","Tiny Miner","Adventure","qube 3D","4.5"
"a558","Card Wars Kingdom","Card","Cartoon Network","4.2"
"a559","Snapszer (Schnapsen, 66)","Card","Embee Games","4.1"
"a560","Tarneeb JOJO","Card","jogamer","4.5"
"a561","Preferans","Card","Brain Fitness Ltd","4.5"
"a562","Callbreak - Ghochi","Card","applabs","4.2"
"a563","Solitaire pack","Card","Quarzo Apps","4.6"
"a564","Trix","Card","Emad Jabareen","4.1"
"a565","Order & Chaos Duels","Card","Gameloft","4.4"
"a566","pusoy game, pinoy pusoy game","Card","Tamtay Global - SEA","4.2"
"a567","PJ Masks: Moonlight Heroes","Casual","Entertainment One","4.3"
"a568","TongitsXtreme","Card","Sea Ace","4.2"
"a569","Tarneeb","Card","Emad Jabareen","4.0"
"a570","Gunship Strike 3D","Action","Candy Mobile","4.3"
"a571","ROBLOX","Adventure","ROBLOX Corporation","4.4"
"a572","DEER HUNTER CLASSIC","Action","Glu","4.4"
"a573","CONTRACT KILLER: SNIPER","Action","Glu","4.2"
"a574","Temple Jungle Run 2","Action","HighLogix","4.2"
"a575","Gunner Battle City","Action","Tag Action Games","3.8"
"a576","Tiny Troopers 2: Special Ops","Action","CHILLINGO","4.5"
"a577","Real Steel World Robot Boxing","Action","Reliance Big Entertainment (UK) Private Limited","4.4"
"a578","DINO HUNTER: DEADLY SHORES","Action","Glu","4.3"
"a579","Larva Heroes: Lavengers 2017","Action","Mr.Games","4.3"
"a580","Zombie Avengers-Stickman War Z","Action","DreamSky","4.5"
"a581","RIVAL FIRE","Action","Glu","4.6"
"a582","Lara Croft: Relic Run","Action","SQUARE ENIX Ltd","4.2"
"a583","Power Rangers: Legacy Wars","Action","nWay Inc.","4.2"
"a584","Modern Strike Online","Action","Game development ltd","4.3"
"a585","Spades 3D","Card","Toni Rajkovski","4.0"
"a586","Hearts Mobile","Card","G Soft Team","4.2"
"a587","Spades!","Card","Bytesequencing.com,LLC","4.0"
"a588","Hearts Card Game FREE","Card","Breakout Games","4.3"
"a589","Spades Gold","Card","Mana Battery","4.2"
"a590","Spades Free","Card","AI Factory Limited","4.4"
"a591","Spades","Card","1C Wireless","4.1"
"a592","Hearts","Card","KARMAN Games","4.4"
"a593","Underworld","Card","Ludia Inc.","4.0"
"a594","Slot Machine","Card","Ezjoy","4.1"
"a595","\uace0\uc2a4\ud1b1 PLUS(\ubb34\ub8cc\ub9de\uace0\uac8c\uc784)","Card","encom dev.","4.4"
"a596","Peggle Blast","Card","ELECTRONIC ARTS","4.1"
"a597","Favorite Solitaires","Card","Alexei Anoshenko","4.4"
"a598","\uc2e0\ubd09\uc120\ub9de\uace03","Card","LUNOSOFT INC.","4.2"
"a599","Tien Len Mien Nam","Card","Tuan Nam","4.1"
"a600","Jodete","Card","Diego Lattanzio","4.3"
"a601","Deck Heroes: Legacy","Strategy","IGG.COM","4.7"
"a602","Card Wars - Adventure Time","Card","Cartoon Network","4.3"
"a603","Tien Len","Card","Game Vui Nhon","4.3"
"a604","Solitaire","Card","MichaelJaworskicvki","4.7"
"a605","Tien Len Mien Nam","Card","SENSPARK CO., LTD","4.0"
"a606","Poklad Magic Spider","Card","Poklad","4.8"
"a607","Hearts Free","Card","AI Factory Limited","4.4"
"a608","Solitaire Cup","Card","MavenHut Ltd.","3.9"
"a609","Solitaire\u2122","Card","TaoGames Limited","4.7"
"a610","Spades Plus","Card","Peak Games","4.5"
"a611","Pyramid Solitaire Saga","Card","King","4.4"
"a612","Hearthstone","Card","Blizzard Entertainment, Inc.","4.4"
"a613","Yu-Gi-Oh! Duel Generation","Card","Konami Digital Entertainment, Inc.","4.3"
"a614","Gin Rummy Free","Card","AI Factory Limited","4.3"
"a615","Solitaire TriPeaks","Card","GSN Games, Inc.","4.4"
"a616","Dominoes Deluxe Free","Card","Ndroidz Software","3.8"
"a617","FreeCell Solitaire","Card","MobilityWare","4.4"
"a618","Solitaire","Card","Harpan LLC","4.2"
"a619","Phase 10","Card","Magmic Inc","4.2"
"a620","Romi","Card","Patrick Roy","4.2"
"a621","Gin Rummy Pro","Card","Tesseract Mobile","4.1"
"a622","Gin Rummy","Card","AI Factory Limited","4.2"
"a623","G4A: Indian Rummy","Card","Games4All","4.3"
"a624","G4A: Gin Rummy","Card","Games4All","4.0"
"a625","Rummy - Free","Card","Eryod Soft","4.3"
"a626","Gin Rummy","Card","DroidVeda LLP","3.9"
"a627","Rummy 500","Card","North Sky Games","4.2"
"a628","Gin Rummy","Card","Tesseract Mobile","3.9"
"a629","Phase 10 - Play Your Friends!","Card","Magmic Inc","3.6"
"a630","Mahjong Solitaire","Card","GASP","3.9"
"a631","FRONTLINE COMMANDO: D-DAY","Action","Glu","4.5"
"a632","Blitz Brigade - Online FPS fun","Action","Gameloft","4.3"
"a633","Sniper Fury: best shooter game","Action","Gameloft","4.2"
"a634","Bowmasters","Action","Miniclip.com","4.6"
"a635","Big Hunter","Action","KAKAROD INTERACTIVE","4.3"
"a636","FRONTLINE COMMANDO: WW2","Action","Glu","4.2"
"a637","Alto's Adventure","Action","Noodlecake Studios Inc","4.5"
"a638","Counter Terrorist Shoot","Action","Doing Studio","4.3"
"a639","Shoot Hunter-Gun Killer","Action","RAY3D","4.2"
"a640","Larva Heroes2: Battle PVP","Action","Mr.Games","4.3"
"a641","Injustice: Gods Among Us","Action","Warner Bros. International Enterprises","4.4"
"a642","Beat the Boss 4","Action","Game Hive Corporation","4.3"
"a643","Gods of Rome","Action","Gameloft","4.4"
"a644","Hungry Shark World","Action","Ubisoft Entertainment","4.4"
"a645","DEAD TRIGGER 2","Action","MADFINGER Games","4.5"
"a646","DEER HUNTER 2017","Action","Glu","4.3"
"a647","Street Fighting Kung Fu Master","Action","HeeWoup Games","4.0"
"a648","Prison Break: Lockdown (Free)","Action","Amphibius Developers","3.9"
"a649","Color Switch","Action","Fortafy Games","4.5"
"a650","Sniper Shooting 2017","Action","Lemonteablack","3.9"
"a651","Dude Perfect 2","Action","Miniclip.com","4.5"
"a652","Spades","Card","KARMAN Games","4.4"
"a653","Call of Duty\u00ae: Heroes","Action","Activision Publishing, Inc.","4.4"
"a654","Real Steel Boxing Champions","Action","Reliance Big Entertainment (UK) Private Limited","4.3"
"a655","FATAL Driver GT","Action","Foose Games","3.9"
"a656","Modern Action Commando FPS","Action","Zaibi Games Studio","4.2"
"a657","Super Mario Run","Action","Nintendo Co., Ltd.","3.7"
"a658","Suicide Squad: Special Ops","Action","Warner Bros. International Enterprises","4.3"
"a659","Gangstar Vegas","Action","Gameloft","4.4"
"a660","MORTAL KOMBAT X","Action","Warner Bros. International Enterprises","4.4"
"a661","Texas Holdem Poker Pro","Card","geaxgame","4.6"
"a662","PokerStars Poker: Texas Holdem","Card","Pokerstars","4.5"
"a663","World Series of Poker \u2013 WSOP","Card","Playtika","4.5"
"a664","Boyaa Texas Poker","Card","Boyaa","4.3"
"a665","Poker Shark","Card","Plarium Global Ltd","3.8"
"a666","Live Hold\u2019em Pro Poker Games","Card","Scientific Games Interactive (IL)","4.6"
"a667","Texas Holdem Poker-Poker KinG","Card","Wayger.com","4.2"
"a668","Governor of Poker 2 - OFFLINE","Card","Youda Games Holding B.V.","4.3"
"a669","Gold Rush Blackjack","Casino","Gadgetcrafts","4.2"
"a670","TEXAS HOLDEM POKER OFFLINE","Casino","Youda Games Holding B.V.","4.2"
"a671","DH Texas Poker - Texas Hold'em","Casino","DroidHen","4.4"
"a672","BlackJack 21","Casino","AbZorba Games BetriebsgmbH","4.5"
"a673","BLACKJACK!","Casino","Super Lucky Casino","4.3"
"a674","Zynga Poker \u2013 Texas Holdem","Casino","Zynga","4.4"
"a675","Monster Truck Driver & Racing","Education","Yateland","4.3"
"a676","Hit it Rich! Free Casino Slots","Casino","Zynga","4.4"
"a677","Modern Combat 5 eSports FPS","Action","Gameloft","4.2"
"a678","Daniel Tiger's Day & Night","Education","PBS KIDS","4.0"
"a679","Kids Trucks: Puzzles","Education","Scott Adelman Apps Inc","4.1"
"a680","Funny Food Games for Toddlers","Educational","MAGE","4.4"
"a681","wildlife & farm animal for kid","Educational","Knbmedia","4.3"
"a682","Hello Kitty All Games for kids","Educational","TapTapTales","4.1"
"a683","Maya the Bee: Play and Learn","Educational","TapTapTales","3.8"
"a684","Cars & Trucks Puzzle for Kids","Puzzle","Pixel Envision Ltd.","3.7"
"a685","FUNNY FOOD 2! Game for kids","Educational","MAGE","4.4"
"a686","Zombie Defense","Strategy","Home Net Games","4.3"
"a687","Tiny Dice Dungeon","Role Playing","Kongregate","4.1"
"a688","HAMMER'S QUEST","Role Playing","oridio","4.2"
"a689","Dungeon Rush","Role Playing","DH Games","4.0"
"a690","Brave Fighter\uff1aDemon Revenge","Role Playing","JOYNOWSTUDIO","4.5"
"a691","Infinity Dungeon Evolution!","Role Playing","Zabob Studio","4.2"
