,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating,label
2574,2574,a2646,b231,Slots Free - Big Win Casino\u2122,Casino,FiveStar Games - Slots and Casino,4.3,SpinToWin Slots: Win Real Money! Free Sweepstakes,Casino,Fuzzy Button Games Inc.,5,0
2576,2576,a2670,b231,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,SpinToWin Slots: Win Real Money! Free Sweepstakes,Casino,Fuzzy Button Games Inc.,5,0
2579,2579,a2690,b231,OMG! Fortune Free Slots Casino,Casino,LuckyFish Games \u2013 Free Slot Machines,4.3,SpinToWin Slots: Win Real Money! Free Sweepstakes,Casino,Fuzzy Button Games Inc.,5,0
2586,2586,a2742,b231,Big Fish Casino\u2122 \u2013 Free Slots,Casino,Big Fish Games,4.3,SpinToWin Slots: Win Real Money! Free Sweepstakes,Casino,Fuzzy Button Games Inc.,5,0
2622,2622,a2318,b239,Doodle Devil Blitz,Trivia,JoyBits Co. Ltd.,4.1,Doodle Devil F2P,Board,JoyBits Ltd.,4.43143,0
2640,2640,a2689,b243,Lucky Win Casino\u2122- FREE SLOTS,Casino,ZENTERTAIN LTD,4.3,Panda Best Free Slots Game Vegas,Casino,InfiApps Ltd.,4.72581,0
2647,2647,a2741,b243,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Panda Best Free Slots Game Vegas,Casino,InfiApps Ltd.,4.72581,0
2665,2665,a2707,b244,AE Bingo: Offline Bingo Games,Casino,AE Mobile Limited,4.4,Bingo Holiday: Classic Free Bingo Games,AE Mobile,AE Mobile,4,0
2682,2682,a2613,b245,Roulette - Casino Style!,Casino,RNF Technologies Pvt Ltd,4,Best Casino Social Slots - Play Free Slot Machines! Fun Las Vegas Style Bonus Games!,Casino,diwip ltd,4.58181,0
2695,2695,a2689,b245,Lucky Win Casino\u2122- FREE SLOTS,Casino,ZENTERTAIN LTD,4.3,Best Casino Social Slots - Play Free Slot Machines! Fun Las Vegas Style Bonus Games!,Casino,diwip ltd,4.58181,0
2706,2706,a2741,b245,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Best Casino Social Slots - Play Free Slot Machines! Fun Las Vegas Style Bonus Games!,Casino,diwip ltd,4.58181,0
2758,2758,a2741,b246,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,S&amp;H Casino - FREE Premium Slots and Card Games,Murka Entertainment Limited,Murka Entertainment Limited,4,0
2771,2771,a291,b246,Treasure Hunt - Fun Games Free,Puzzle,Big Bear Entertainment,4.1,S&amp;H Casino - FREE Premium Slots and Card Games,Murka Entertainment Limited,Murka Entertainment Limited,4,0
2774,2774,a406,b249,Reversi Free - King of Games,Casual,Cross Field Inc.,4.3,Spades King Free,Card,Magmic Inc.,1.6,0
2809,2809,a2613,b254,Roulette - Casino Style!,Casino,RNF Technologies Pvt Ltd,4,Roulette Royale - FREE Casino ( Mywavia Studios ),Casino,Mywavia Studios Pvt. Ltd.,4.45454,0
2810,2810,a2643,b254,Roulette Royale - FREE Casino,Casino,Mywavia Studios,4.1,Roulette Royale - FREE Casino ( Mywavia Studios ),Casino,Mywavia Studios Pvt. Ltd.,4.45454,0
2818,2818,a2741,b254,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Roulette Royale - FREE Casino ( Mywavia Studios ),Casino,Mywavia Studios Pvt. Ltd.,4.45454,0
2821,2821,a2683,b255,Slots Journey 2,Casino,Murka Ltd.,4.3,Slots Journey 2,Casino,Murka Entertainment Limited,2.89744,1
2824,2824,a2624,b256,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2826,2826,a2646,b256,Slots Free - Big Win Casino\u2122,Casino,FiveStar Games - Slots and Casino,4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2828,2828,a2664,b256,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2829,2829,a2669,b256,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2830,2830,a2670,b256,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2832,2832,a2684,b256,Casino Slots,Casino,Mouse Games,4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2834,2834,a2690,b256,OMG! Fortune Free Slots Casino,Casino,LuckyFish Games \u2013 Free Slot Machines,4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2836,2836,a2712,b256,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2837,2837,a2716,b256,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2839,2839,a2673,b256,Slots Casino Games God of Sky,Casino,Free Slots & Casino games by Huuuge,4.6,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2841,2841,a2735,b256,Casino Games - Cleopatra Slots,Casino,Free Slots & Casino games by Huuuge,4.5,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2847,2847,a2745,b256,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2851,2851,a2809,b256,777 Slots Casino,Casino,Scientific Games Interactive (IL),4.4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2857,2857,a2742,b256,Big Fish Casino\u2122 \u2013 Free Slots,Casino,Big Fish Games,4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2909,2909,a2664,b265,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2911,2911,a2624,b265,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2913,2913,a2646,b265,Slots Free - Big Win Casino\u2122,Casino,FiveStar Games - Slots and Casino,4.3,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2916,2916,a2669,b265,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2917,2917,a2670,b265,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2919,2919,a2684,b265,Casino Slots,Casino,Mouse Games,4,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2921,2921,a2690,b265,OMG! Fortune Free Slots Casino,Casino,LuckyFish Games \u2013 Free Slot Machines,4.3,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2922,2922,a2712,b265,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2923,2923,a2716,b265,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2925,2925,a2673,b265,Slots Casino Games God of Sky,Casino,Free Slots & Casino games by Huuuge,4.6,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2927,2927,a2735,b265,Casino Games - Cleopatra Slots,Casino,Free Slots & Casino games by Huuuge,4.5,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2933,2933,a2745,b265,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2936,2936,a2809,b265,777 Slots Casino,Casino,Scientific Games Interactive (IL),4.4,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2943,2943,a2742,b265,Big Fish Casino\u2122 \u2013 Free Slots,Casino,Big Fish Games,4.3,OMG! Fortune Free Slots Play Vegas Casino Games!,Games,LuckyFish Games,786 Ratings,0
2980,2980,a613,b269,Yu-Gi-Oh! Duel Generation,Card,"Konami Digital Entertainment, Inc.",4.3,Yu-Gi-Oh! Duel Generation,Card,Konami Digital Entertainment,4.29155,1
2982,2982,a558,b271,Card Wars Kingdom,Card,Cartoon Network,4.2,Card Wars - Adventure Time Card Game,Strategy,Cartoon Network,none,0
2984,2984,a1633,b271,Ski Safari: Adventure Time,Arcade,Cartoon Network,4.5,Card Wars - Adventure Time Card Game,Strategy,Cartoon Network,none,0
2985,2985,a2221,b271,Adventure Time Game Wizard,Adventure,Cartoon Network,4.1,Card Wars - Adventure Time Card Game,Strategy,Cartoon Network,none,0
2986,2986,a602,b271,Card Wars - Adventure Time,Card,Cartoon Network,4.3,Card Wars - Adventure Time Card Game,Strategy,Cartoon Network,none,0
2995,2995,a3454,b271,Treasure Fetch: Adventure Time,Puzzle,Cartoon Network,3.7,Card Wars - Adventure Time Card Game,Strategy,Cartoon Network,none,0
2996,2996,a3464,b271,Time Tangle - Adventure Time,Action,Cartoon Network,4.1,Card Wars - Adventure Time Card Game,Strategy,Cartoon Network,none,0
3043,3043,a674,b276,Zynga Poker \u2013 Texas Holdem,Casino,Zynga,4.4,Zynga Poker Classic Texas Holdem,Entertainment,Zynga Inc.,4.25641,0
3053,3053,a2676,b276,Fresh Deck Poker - Live Holdem,Casino,"GSN Games, Inc.",4.3,Zynga Poker Classic Texas Holdem,Entertainment,Zynga Inc.,4.25641,0
3056,3056,a2680,b276,Zynga Poker Classic TX Holdem,Casino,Zynga,4.3,Zynga Poker Classic Texas Holdem,Entertainment,Zynga Inc.,4.25641,0
3083,3083,a1426,b281,Rival Stars Basketball,Sports,PIKPOK,4.5,Rival Stars Basketball,Card,PikPok,4.81818,1
3086,3086,a1809,b285,Jigty Jigsaw Puzzles,Puzzle,Outfit7,4.3,Jigty Jigsaw Puzzles,Board,Outfit7 Limited,4.31429,1
3425,3425,a2646,b289,Slots Free - Big Win Casino\u2122,Casino,FiveStar Games - Slots and Casino,4.3,Vegas Party Slots Free 3D Slots with Friends!,Inc,"Big Fish Games, Inc",4.21186,0
3426,3426,a2664,b289,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Vegas Party Slots Free 3D Slots with Friends!,Inc,"Big Fish Games, Inc",4.21186,0
3428,3428,a2669,b289,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,Vegas Party Slots Free 3D Slots with Friends!,Inc,"Big Fish Games, Inc",4.21186,0
3429,3429,a2670,b289,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,Vegas Party Slots Free 3D Slots with Friends!,Inc,"Big Fish Games, Inc",4.21186,0
3431,3431,a2690,b289,OMG! Fortune Free Slots Casino,Casino,LuckyFish Games \u2013 Free Slot Machines,4.3,Vegas Party Slots Free 3D Slots with Friends!,Inc,"Big Fish Games, Inc",4.21186,0
3439,3439,a2742,b289,Big Fish Casino\u2122 \u2013 Free Slots,Casino,Big Fish Games,4.3,Vegas Party Slots Free 3D Slots with Friends!,Inc,"Big Fish Games, Inc",4.21186,0
3444,3444,a1289,b289,Fishing Paradise 3D Free+,Sports,Pro Media Now Inc,4.1,Vegas Party Slots Free 3D Slots with Friends!,Inc,"Big Fish Games, Inc",4.21186,0
3450,3450,a2038,b289,Flight Pilot Simulator 3D Free,Simulation,Fun Games For Free,4.6,Vegas Party Slots Free 3D Slots with Friends!,Inc,"Big Fish Games, Inc",4.21186,0
3503,3503,a1299,b293,Jurassic World\u2122: The Game,Simulation,Ludia Inc.,4.1,Skip-Bo - The Classic Family Card Game Now Free!,Card,Magmic Inc.,2.53252,0
3516,3516,a629,b294,Phase 10 - Play Your Friends!,Card,Magmic Inc,3.6,Phase 10 Play Your Friends!,Entertainment,Magmic Inc.,none,0
3517,3517,a619,b294,Phase 10,Card,Magmic Inc,4.2,Phase 10 Play Your Friends!,Entertainment,Magmic Inc.,none,0
3522,3522,a2496,b296,MONOPOLY HERE & NOW,Board,Hasbro Inc.,3.9,MONOPOLY HERE &amp; NOW,Family,"Hasbro, Inc.",3.96078,0
3579,3579,a2646,b302,Slots Free - Big Win Casino\u2122,Casino,FiveStar Games - Slots and Casino,4.3,Epic Jackpot Slots Casino: Free Slot Games,Super Lucky Casino Inc.,Super Lucky Casino Inc.,4.83221,0
3581,3581,a2664,b302,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Epic Jackpot Slots Casino: Free Slot Games,Super Lucky Casino Inc.,Super Lucky Casino Inc.,4.83221,0
3589,3589,a2712,b302,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,Epic Jackpot Slots Casino: Free Slot Games,Super Lucky Casino Inc.,Super Lucky Casino Inc.,4.83221,0
3590,3590,a2716,b302,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Epic Jackpot Slots Casino: Free Slot Games,Super Lucky Casino Inc.,Super Lucky Casino Inc.,4.83221,0
3592,3592,a2673,b302,Slots Casino Games God of Sky,Casino,Free Slots & Casino games by Huuuge,4.6,Epic Jackpot Slots Casino: Free Slot Games,Super Lucky Casino Inc.,Super Lucky Casino Inc.,4.83221,0
3594,3594,a2735,b302,Casino Games - Cleopatra Slots,Casino,Free Slots & Casino games by Huuuge,4.5,Epic Jackpot Slots Casino: Free Slot Games,Super Lucky Casino Inc.,Super Lucky Casino Inc.,4.83221,0
3600,3600,a2745,b302,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Epic Jackpot Slots Casino: Free Slot Games,Super Lucky Casino Inc.,Super Lucky Casino Inc.,4.83221,0
3607,3607,a2698,b302,88 Bingo - Free Bingo Games,Board,88 Casino,4.4,Epic Jackpot Slots Casino: Free Slot Games,Super Lucky Casino Inc.,Super Lucky Casino Inc.,4.83221,0
3611,3611,a406,b302,Reversi Free - King of Games,Casual,Cross Field Inc.,4.3,Epic Jackpot Slots Casino: Free Slot Games,Super Lucky Casino Inc.,Super Lucky Casino Inc.,4.83221,0
3625,3625,a2676,b303,Fresh Deck Poker - Live Holdem,Casino,"GSN Games, Inc.",4.3,Heads Up: Hold'em (Free Poker),Casino,"Headlight Software, Inc.",3.28571,0
3643,3643,a2664,b304,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Triple Double Jackpot Slots Free Slot Games Casino,Entertainment,"Rocket Speed, Inc.",4.84327,0
3651,3651,a2712,b304,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,Triple Double Jackpot Slots Free Slot Games Casino,Entertainment,"Rocket Speed, Inc.",4.84327,0
3652,3652,a2716,b304,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Triple Double Jackpot Slots Free Slot Games Casino,Entertainment,"Rocket Speed, Inc.",4.84327,0
3662,3662,a2745,b304,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Triple Double Jackpot Slots Free Slot Games Casino,Entertainment,"Rocket Speed, Inc.",4.84327,0
3673,3673,a406,b304,Reversi Free - King of Games,Casual,Cross Field Inc.,4.3,Triple Double Jackpot Slots Free Slot Games Casino,Entertainment,"Rocket Speed, Inc.",4.84327,0
3754,3754,a2656,b313,TX Poker - Texas Holdem Poker,Card,Murka Ltd.,4.4,Boqu Texas Hold'em Poker - Free Live Vegas Casino,Casino,"Boqu Co., Ltd.",428 Ratings,0
3780,3780,a2741,b313,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Boqu Texas Hold'em Poker - Free Live Vegas Casino,Casino,"Boqu Co., Ltd.",428 Ratings,0
3783,3783,a2690,b315,OMG! Fortune Free Slots Casino,Casino,LuckyFish Games \u2013 Free Slot Machines,4.3,FaFaFa - Real Casino Slots,Card,"International Games System Co., Ltd.",4.5302,0
3784,3784,a2716,b315,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,FaFaFa - Real Casino Slots,Card,"International Games System Co., Ltd.",4.5302,0
3785,3785,a2670,b315,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,FaFaFa - Real Casino Slots,Card,"International Games System Co., Ltd.",4.5302,0
3786,3786,a2673,b315,Slots Casino Games God of Sky,Casino,Free Slots & Casino games by Huuuge,4.6,FaFaFa - Real Casino Slots,Card,"International Games System Co., Ltd.",4.5302,0
3789,3789,a2735,b315,Casino Games - Cleopatra Slots,Casino,Free Slots & Casino games by Huuuge,4.5,FaFaFa - Real Casino Slots,Card,"International Games System Co., Ltd.",4.5302,0
3793,3793,a2741,b315,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,FaFaFa - Real Casino Slots,Card,"International Games System Co., Ltd.",4.5302,0
3795,3795,a2664,b315,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,FaFaFa - Real Casino Slots,Card,"International Games System Co., Ltd.",4.5302,0
3797,3797,a2669,b315,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,FaFaFa - Real Casino Slots,Card,"International Games System Co., Ltd.",4.5302,0
3799,3799,a2809,b315,777 Slots Casino,Casino,Scientific Games Interactive (IL),4.4,FaFaFa - Real Casino Slots,Card,"International Games System Co., Ltd.",4.5302,0
3800,3800,a2684,b315,Casino Slots,Casino,Mouse Games,4,FaFaFa - Real Casino Slots,Card,"International Games System Co., Ltd.",4.5302,0
3817,3817,a2651,b322,Governor of Poker 3 HOLDEM,Card,Youda Games Holding B.V.,4.5,Governor of Poker 2 - Texas Holdem Poker Offline,Card,Youda Games Holding B.V.,3.93333,0
3821,3821,a2658,b322,Dragonplay\u2122 Poker Texas Holdem,Card,Scientific Games Interactive (IL),4.5,Governor of Poker 2 - Texas Holdem Poker Offline,Card,Youda Games Holding B.V.,3.93333,0
3823,3823,a2676,b322,Fresh Deck Poker - Live Holdem,Casino,"GSN Games, Inc.",4.3,Governor of Poker 2 - Texas Holdem Poker Offline,Card,Youda Games Holding B.V.,3.93333,0
3832,3832,a668,b322,Governor of Poker 2 - OFFLINE,Card,Youda Games Holding B.V.,4.3,Governor of Poker 2 - Texas Holdem Poker Offline,Card,Youda Games Holding B.V.,3.93333,0
3833,3833,a670,b322,TEXAS HOLDEM POKER OFFLINE,Casino,Youda Games Holding B.V.,4.2,Governor of Poker 2 - Texas Holdem Poker Offline,Card,Youda Games Holding B.V.,3.93333,0
3836,3836,a2675,b322,Live Poker Tables\u2013Texas holdem,Casino,AbZorba Games BetriebsgmbH,4.5,Governor of Poker 2 - Texas Holdem Poker Offline,Card,Youda Games Holding B.V.,3.93333,0
3842,3842,a2643,b324,Roulette Royale - FREE Casino,Casino,Mywavia Studios,4.1,Soda Coin Party: Free Casino Pusher,Entertainment,Mindstorm Studios,4.44604,0
3862,3862,a2795,b332,Chess - Play & Learn,Board,Chess.com,4.4,Chess - Play &amp; Learn,Strategy,Chess.com,4.77285,0
3863,3863,a18,b334,Word Streak-Words With Friends,Word,Zynga,4.5,Matching With Friends Free,Puzzle,Zynga Inc.,4.12,0
3864,3864,a1559,b334,Chess With Friends Free,Board,Zynga,4.3,Matching With Friends Free,Puzzle,Zynga Inc.,4.12,0
3865,3865,a30,b334,Words With Friends \u2013 Play Free,Word,Zynga,4.3,Matching With Friends Free,Puzzle,Zynga Inc.,4.12,0
3867,3867,a1195,b334,Word Streak:Words With Friends,Word,Zynga,4.5,Matching With Friends Free,Puzzle,Zynga Inc.,4.12,0
3868,3868,a1439,b334,Hanging With Friends,Word,Zynga,4.2,Matching With Friends Free,Puzzle,Zynga Inc.,4.12,0
3869,3869,a1442,b334,Words With Friends Classic,Word,Zynga,4.3,Matching With Friends Free,Puzzle,Zynga Inc.,4.12,0
3870,3870,a1532,b334,Boggle With Friends,Word,Zynga,4.4,Matching With Friends Free,Puzzle,Zynga Inc.,4.12,0
3874,3874,a1482,b335,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess the Code Free,Entertainment,Optime Software LLC,4.5122,0
3881,3881,a1501,b335,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess the Code Free,Entertainment,Optime Software LLC,4.5122,0
3882,3882,a1504,b335,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess the Code Free,Entertainment,Optime Software LLC,4.5122,0
3884,3884,a1520,b335,Guess The Movie \u00ae - Full,Trivia,June Software Inc,4.5,Guess the Code Free,Entertainment,Optime Software LLC,4.5122,0
4189,4189,a401,b346,PewDiePie's Tuber Simulator,Casual,Outerminds Inc.,4.8,PewDiePie's Tuber Simulator,Board,Outerminds Inc.,4.83784,1
4276,4276,a2656,b361,TX Poker - Texas Holdem Poker,Card,Murka Ltd.,4.4,Poker Heat - Free VIP Texas Holdem Poker League,Casino,Playtika LTD,3.78947,0
4335,4335,a3464,b367,Time Tangle - Adventure Time,Action,Cartoon Network,4.1,Card Wars Kingdom - Adventure Time,Action,Cartoon Network,4.27273,0
